Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN
03/16/2022,09:00,N,35.67,31.15,35.15,8
03/16/2022,10:00,N,28.3,25.47,25.15,4
03/16/2022,11:00,N,20,17.35,16.45,2.6
03/16/2022,12:00,N,15.48,12.91,12.65,2.5
03/16/2022,13:00,N,25.72,20.65,20.65,2.45
03/16/2022,14:00,N,77.91,72.84,72.84,2.8
03/16/2022,15:00,N,76.22,70,70,5
03/16/2022,16:00,N,108,107.29,20.65,5
03/16/2022,17:00,N,50,49.24,20.65,5
03/16/2022,18:00,N,46.22,44.27,41.15,15
03/16/2022,19:00,N,35,35.71,35.15,6.45
03/16/2022,20:00,N,33.15,35.15,35.15,18.23
03/16/2022,21:00,N,20,19.88,20,5
03/16/2022,22:00,N,12,9.98,9.98,3.14
03/16/2022,23:00,N,19.43,15.5,15,1.65
03/16/2022,24:00,N,18.78,14.85,14.85,1.25
03/17/2022,01:00,N,15.65,15.65,14.85,1.14
03/17/2022,02:00,N,10.78,10.85,10.85,1.14
03/17/2022,03:00,N,10.85,10.85,10.85,2.4
03/17/2022,04:00,N,9.87,10.85,10.85,2.31
03/17/2022,05:00,N,12.3,13.43,12.85,2.21
03/17/2022,06:00,N,24.04,24.04,23.38,2.72
03/17/2022,07:00,N,30,37.15,37.15,7.3
03/17/2022,08:00,N,39.54,37.15,41.15,7.3
03/17/2022,09:00,N,45,37.15,43,8
03/17/2022,10:00,N,47.55,42.55,41.15,5.6
03/17/2022,11:00,N,75,74.15,20.45,4.85
03/17/2022,12:00,N,38,30,18,5
03/17/2022,13:00,N,25.05,23.65,20.65,3.5
03/17/2022,14:00,N,23.53,20.6,20,3.91
03/17/2022,15:00,N,23,22.05,19.05,15
03/17/2022,16:00,N,20.28,17.35,16.65,15
03/17/2022,17:00,N,24.51,23.63,20.65,15
03/17/2022,18:00,N,35,33.98,32.98,20
03/17/2022,19:00,N,41.75,43.75,43.15,7.3
03/17/2022,20:00,N,35,37.15,36.95,7.3
03/17/2022,21:00,N,25.15,22.86,26.86,5.6
03/17/2022,22:00,N,20,17.98,17.98,4.75
03/17/2022,23:00,N,16.87,15.35,14.85,2.4
03/17/2022,24:00,N,13.01,11.36,11.36,1.55
03/18/2022,01:00,N,19.45,19.45,18.85,1.24
03/18/2022,02:00,N,10,10,11.29,1.22
03/18/2022,03:00,N,9.55,9.55,11.12,2.18
03/18/2022,04:00,N,8,10.65,12.31,2.05
03/18/2022,05:00,N,14.01,14.99,14.99,2.05
03/18/2022,06:00,N,27.12,27.19,26.59,2.72
03/18/2022,07:00,N,30,35.33,34.74,5.6
03/18/2022,08:00,N,39.59,34.91,38.91,8
03/18/2022,09:00,N,45,33.15,37.15,7.3
03/18/2022,10:00,N,38,33.48,29.15,6.45
03/18/2022,11:00,N,27.64,27.12,24.45,4.02
03/18/2022,12:00,N,23,23,20.65,4.01
03/18/2022,13:00,N,23.65,23.65,20.65,3.85
03/18/2022,14:00,N,23,23,20,4.02
03/18/2022,15:00,N,20,19.32,18.52,14.65
03/18/2022,16:00,N,14.48,13.6,13,15
03/18/2022,17:00,N,13.65,13.58,12.65,11.25
03/18/2022,18:00,N,12.14,12.21,12.01,11.36
03/18/2022,19:00,N,12.23,22.75,22.75,13.85
03/18/2022,20:00,N,12.11,82.76,82.76,82.76
03/18/2022,21:00,N,20,47.15,51.15,65.32
03/18/2022,22:00,N,4.34,24.86,26.03,26.03
03/18/2022,23:00,N,8,14.85,14.45,13.8
03/18/2022,24:00,N,5,5.61,5.61,4.96
03/19/2022,01:00,N,5,11.24,11.24,3.1
03/19/2022,02:00,N,4,6.85,6.85,2.75
03/19/2022,03:00,N,4,4.98,4.98,3.45
03/19/2022,04:00,N,3.3,3.37,3.37,3
03/19/2022,05:00,N,3.48,3.5,3.5,2.72
03/19/2022,06:00,N,6,8.85,8.26,2.75
03/19/2022,07:00,N,4,12.85,12.34,6.45
03/19/2022,08:00,N,10.72,10.72,10.5,6.67
03/19/2022,09:00,N,15.12,14.82,14.41,6.21
03/19/2022,10:00,N,14.43,10.5,9.19,5.32
03/19/2022,11:00,N,13.37,12.85,11.77,3.5
03/19/2022,12:00,N,10.24,10.24,8.99,3.01
03/19/2022,13:00,N,12.01,11.4,10.13,2.8
03/19/2022,14:00,N,12.66,12.59,11.89,3.08
03/19/2022,15:00,N,14.06,13.25,12.65,11.85
03/19/2022,16:00,N,9.82,9.75,9.11,11.85
03/19/2022,17:00,N,11.33,10.52,9.85,11.85
03/19/2022,18:00,N,10.88,10.5,10.2,15
03/19/2022,19:00,N,15,18.92,18.86,7.9
03/19/2022,20:00,N,12.11,68.41,68.02,68.5
03/19/2022,21:00,N,7.11,14.99,14.99,25.85
03/19/2022,22:00,N,11.43,10.85,10.85,7.05
03/19/2022,23:00,N,12.87,10.85,10.85,2.4
03/19/2022,24:00,N,11.46,9.5,10,1.4
03/20/2022,01:00,N,15.31,14.85,14.31,1.5
03/20/2022,02:00,N,15.55,14.85,14.85,1.5
03/20/2022,03:00,N,13.01,12.41,12.41,2.4
03/20/2022,04:00,N,9.51,9.51,9.01,2.05
03/20/2022,05:00,N,8.01,9.01,9.01,2.05
03/20/2022,06:00,N,25,25,24.07,2.72
03/20/2022,07:00,N,28.83,28.83,28.15,5.51
03/20/2022,08:00,N,27.24,26.26,26.26,5.51
03/20/2022,09:00,N,30,27,27,4.95
03/20/2022,10:00,N,32,29.55,24.15,4.75
03/20/2022,11:00,N,25.52,25,20.45,3.05
03/20/2022,12:00,N,23,23,16.65,2.8
03/20/2022,13:00,N,23,20.55,16.65,2.72
03/20/2022,14:00,N,23,20,18.5,2.72
03/20/2022,15:00,N,23,18,16.65,7.27
03/20/2022,16:00,N,22.09,19.65,16.65,5.51
03/20/2022,17:00,N,27.65,26.77,20.65,5.51
03/20/2022,18:00,N,41.82,41.75,41.15,15
03/20/2022,19:00,N,43.08,43.08,41.15,5.51
03/20/2022,20:00,N,34.75,41.75,41.15,5
03/20/2022,21:00,N,25.15,21,25,4.9
03/20/2022,22:00,N,16.15,14.85,14.85,4.22
03/20/2022,23:00,N,16.98,15,15,2.4
03/20/2022,24:00,N,11.78,10.85,10.85,1.7
03/21/2022,01:00,N,13.83,12.83,12.83,1.7
03/21/2022,02:00,N,10,10,10,1.7
03/21/2022,03:00,N,10,10,10,2.72
03/21/2022,04:00,N,10,10,10,2.72
03/21/2022,05:00,N,10.48,10.48,10.48,2.72
03/21/2022,06:00,N,25.04,25.04,24.45,3.1
03/21/2022,07:00,N,30,33,33,9
03/21/2022,08:00,N,32.9,32.4,32.4,8
03/21/2022,09:00,N,36.15,29.21,33.15,8.15
03/21/2022,10:00,N,37.73,31.18,29.85,8.15
03/21/2022,11:00,N,25.81,25,20.45,4.62
03/21/2022,12:00,N,20,19.24,16.65,4
03/21/2022,13:00,N,23,19.65,16.65,3.85
03/21/2022,14:00,N,24.58,22.13,20.65,4
03/21/2022,15:00,N,23,17.58,16.65,11.85
03/21/2022,16:00,N,19.5,15.65,12.65,11.85
03/21/2022,17:00,N,23.69,21.24,16.65,15
03/21/2022,18:00,N,35,28.04,27.52,17.85
03/21/2022,19:00,N,35,33.95,33.15,10.45
03/21/2022,20:00,N,33.74,33.74,33.15,31.09
03/21/2022,21:00,N,25.15,22.78,26.78,26.49
03/21/2022,22:00,N,13.01,12.37,12.37,7.05
03/21/2022,23:00,N,19.37,17.35,16.55,2.7
03/21/2022,24:00,N,12.32,10.85,10.85,1.7
03/22/2022,01:00,N,15.39,14.85,14.85,1.35
03/22/2022,02:00,N,10.85,10.85,10.85,1.35
03/22/2022,03:00,N,10,10,10,2.4
03/22/2022,04:00,N,10.34,10.34,10.34,2.4
03/22/2022,05:00,N,12.31,12.31,12.31,2.4
03/22/2022,06:00,N,23.95,24.45,24.45,2.72
03/22/2022,07:00,N,30,41.24,41.24,8.3
03/22/2022,08:00,N,39.83,39.33,39.33,8.17
03/22/2022,09:00,N,34.49,29.15,33.15,6.6
03/22/2022,10:00,N,38,37.93,37,7.02
03/22/2022,11:00,N,38,37.98,37,4.07
03/22/2022,12:00,N,23.84,23.84,23.27,4
03/22/2022,13:00,N,38,37.5,37.29,3.45
03/22/2022,14:00,N,23,22,21.5,3.89
03/22/2022,15:00,N,23,21.93,21.55,15
03/22/2022,16:00,N,23,23,20.65,15
03/22/2022,17:00,N,23,22.17,20.65,15
03/22/2022,18:00,N,33.49,33.49,32.85,17.05
03/22/2022,19:00,N,30.59,30.03,30.03,5.58
03/22/2022,20:00,N,18.35,25.35,25.15,16.14
03/22/2022,21:00,N,10.15,27.36,28.99,25.41
03/22/2022,22:00,N,12.92,12.92,12.92,15
03/22/2022,23:00,N,10.63,10.63,10,3
03/22/2022,24:00,N,11.48,10.85,10.85,1.75
03/23/2022,01:00,N,8.23,7.8,7.8,1.04
03/23/2022,02:00,N,6.85,6.85,6.85,1.04
03/23/2022,03:00,N,5,5,5,1.44
03/23/2022,04:00,N,5.35,5.83,5.83,1.7
03/23/2022,05:00,N,6.99,7.47,7.47,2.4
03/23/2022,06:00,N,14.52,15,15,2.72
03/23/2022,07:00,N,15,27.67,28.67,25.89
03/23/2022,08:00,N,20,33.95,35.57,35.2
03/23/2022,09:00,N,17.1,14.34,16.39,5.48
03/23/2022,10:00,N,22.87,20.85,20.85,4.22
03/23/2022,11:00,N,15.78,15.78,15.08,3.01
03/23/2022,12:00,N,13.87,13.87,12.65,2.75
03/23/2022,13:00,N,15.78,13.35,12.65,2.72
03/23/2022,14:00,N,15.54,13.04,12.65,2.72
03/23/2022,15:00,N,13.55,11.33,11.13,4.22
03/23/2022,16:00,N,13.61,11.39,10.11,4.15
03/23/2022,17:00,N,20,17.35,16.35,4.43
03/23/2022,18:00,N,22.75,20.78,20.78,10
03/23/2022,19:00,N,13.9,13.2,13.4,5.15
03/23/2022,20:00,N,18,54.2,53.81,55.06
03/23/2022,21:00,N,7.11,39.6,41.15,96.81
03/23/2022,22:00,N,5.83,18.85,18.85,35.22
03/23/2022,23:00,N,8,16.55,16.55,13.51
03/23/2022,24:00,N,5,6.26,6.26,5.58
03/24/2022,01:00,N,4,4,4,2.05
03/24/2022,02:00,N,2.61,2.11,2.11,1.51
03/24/2022,03:00,N,2.67,2.07,2.07,2.02
03/24/2022,04:00,N,2.2,1.63,1.63,1.81
03/24/2022,05:00,N,3.5,3.19,3.19,1.04
03/24/2022,06:00,N,8,8,7.45,3.6
03/24/2022,07:00,N,13.5,24.85,24.85,20
03/24/2022,08:00,N,24.28,24.85,25.35,24.23
03/24/2022,09:00,N,15,14.51,14.29,11.95
03/24/2022,10:00,N,14.47,9.47,8.07,8.9
03/24/2022,11:00,N,15.5,10.5,9.1,4.15
03/24/2022,12:00,N,12.42,9.49,8.09,3.8
03/24/2022,13:00,N,16.65,11.65,8.65,3.1
03/24/2022,14:00,N,16.13,9.35,8.65,3.1
03/24/2022,15:00,N,18.5,13.3,12.5,15
03/24/2022,16:00,N,17.65,12.65,9.65,12.15
03/24/2022,17:00,N,20.07,13.52,9.01,10.65
03/24/2022,18:00,N,29.14,24.07,23.27,8.16
03/24/2022,19:00,N,12,16.15,16.15,8.7
03/24/2022,20:00,N,35,99.86,99.86,101.86
03/24/2022,21:00,N,20,33,38,123.81
03/24/2022,22:00,N,5,16.15,18.85,45.44
03/24/2022,23:00,N,8,12.94,12.94,14.57
03/24/2022,24:00,N,5,6.85,6.85,6.8
03/25/2022,01:00,N,4,3.89,3.89,1.7
03/25/2022,02:00,N,2.54,2.04,2.04,1.7
03/25/2022,03:00,N,2.38,1.81,1.81,2.4
03/25/2022,04:00,N,1.95,1.45,1.45,2.05
03/25/2022,05:00,N,3.5,3.5,3.1,1.7
03/25/2022,06:00,N,8,11.34,11.34,2.9
03/25/2022,07:00,N,4,64.15,64.15,74.1
03/25/2022,08:00,N,20,62.54,64.15,88.54
03/25/2022,09:00,N,26.58,28.65,30.15,26.43
03/25/2022,10:00,N,13.5,11.93,10.22,11.86
03/25/2022,11:00,N,8,7.98,5.47,3.14
03/25/2022,12:00,N,7.07,7.07,6.39,3.45
03/25/2022,13:00,N,9.35,9.35,6.75,3.14
03/25/2022,14:00,N,9,7.59,7.59,3.14
03/25/2022,15:00,N,9.25,9.25,8.65,9.25
03/25/2022,16:00,N,9.38,8.79,8.78,10.42
03/25/2022,17:00,N,10.78,10.78,10.12,10.12
03/25/2022,18:00,N,12.15,12.15,11.76,13.05
03/25/2022,19:00,N,17.15,24.38,24.38,10.4
03/25/2022,20:00,N,16.4,59.15,59.15,61.12
03/25/2022,21:00,N,10.85,12.85,16.85,20.89
03/25/2022,22:00,N,10.33,10.81,10.81,6.15
03/25/2022,23:00,N,11.38,10.85,10.85,2.72
03/25/2022,24:00,N,11.35,10.85,10.85,2.72
03/26/2022,01:00,N,7.89,7.39,6.85,1.46
03/26/2022,02:00,N,5,5,5,1.47
03/26/2022,03:00,N,5,5,5,2.05
03/26/2022,04:00,N,6.55,6.05,6,2.05
03/26/2022,05:00,N,8.01,8.01,8.01,2.05
03/26/2022,06:00,N,16.25,16.25,16.05,2.72
03/26/2022,07:00,N,13.58,18.15,17.82,7.7
03/26/2022,08:00,N,14.87,14.87,14.87,7.7
03/26/2022,09:00,N,19.37,19.37,19.37,8.55
03/26/2022,10:00,N,20,19.21,17.95,7.2
03/26/2022,11:00,N,13.5,12.69,12.02,3.25
03/26/2022,12:00,N,12,11.24,10.48,3.1
03/26/2022,13:00,N,12.07,10.35,8.65,2.72
03/26/2022,14:00,N,11.17,8.65,8.65,2.72
03/26/2022,15:00,N,9,8.4,8.05,8.66
03/26/2022,16:00,N,9.7,9.7,9.7,9.7
03/26/2022,17:00,N,17.01,21.73,18.74,14.09
03/26/2022,18:00,N,20,23.33,23.33,11.29
03/26/2022,19:00,N,12.09,33.71,33.15,28.65
03/26/2022,20:00,N,12,43.59,43.59,43.59
03/26/2022,21:00,N,10.15,9.15,11.78,9.15
03/26/2022,22:00,N,10.85,10.85,10.85,4.99
03/26/2022,23:00,N,16.86,16.43,15.8,2.58
03/26/2022,24:00,N,11.28,10.85,10.85,2
03/27/2022,01:00,N,10.54,10.12,10,1.01
03/27/2022,02:00,N,6.85,6.85,6.85,1.01
03/27/2022,03:00,N,7.01,6.85,6.85,1.7
03/27/2022,04:00,N,8,7.57,7.57,1.82
03/27/2022,05:00,N,8.85,8.85,8.85,1.7
03/27/2022,06:00,N,20,20,20,2.55
03/27/2022,07:00,N,24.15,28.15,28.15,4.22
03/27/2022,08:00,N,28.15,28.15,28.15,4.98
03/27/2022,09:00,N,28.65,28.08,28.15,4.99
03/27/2022,10:00,N,31.12,28.19,26.79,4.62
03/27/2022,11:00,N,24.35,22.33,20.45,3.5
03/27/2022,12:00,N,20,19.24,16.65,3.01
03/27/2022,13:00,N,24.55,23.65,20.65,4.22
03/27/2022,14:00,N,19.23,16.96,15.17,2.72
03/27/2022,15:00,N,12,9.55,8.56,4.99
03/27/2022,16:00,N,12,11.03,11.03,9.17
03/27/2022,17:00,N,18.49,17.35,16.96,12.54
03/27/2022,18:00,N,20,22.56,22.56,17.18
03/27/2022,19:00,N,20,37.68,37.68,30.12
03/27/2022,20:00,N,20,33.15,33.15,35.15
03/27/2022,21:00,N,12.74,10.25,14.25,8.55
03/27/2022,22:00,N,15.35,14.85,14.85,4.62
03/27/2022,23:00,N,13.5,13.07,13.07,2.58
03/27/2022,24:00,N,11.28,10.85,10.85,1.85
03/28/2022,01:00,N,8.65,8.58,8.11,1.14
03/28/2022,02:00,N,6.85,6.85,6.85,1.18
03/28/2022,03:00,N,6.85,6.85,6.85,2.05
03/28/2022,04:00,N,7.4,6.9,6.85,2.05
03/28/2022,05:00,N,8.23,8.23,8.23,2.05
03/28/2022,06:00,N,17.65,17.65,16.85,2.72
03/28/2022,07:00,N,23.65,27.15,27.15,5
03/28/2022,08:00,N,25.48,25.48,25.48,7.05
03/28/2022,09:00,N,22.92,22.35,22.15,5
03/28/2022,10:00,N,20,17.83,16.1,4.22
03/28/2022,11:00,N,17.04,16.23,13.14,4.01
03/28/2022,12:00,N,12,12,9.62,5
03/28/2022,13:00,N,15.23,13.23,11.9,8.86
03/28/2022,14:00,N,18.22,17.35,16.25,5.24
03/28/2022,15:00,N,15.58,14.13,14.12,17.92
03/28/2022,16:00,N,17.07,15.05,15.05,17.05
03/28/2022,17:00,N,20,19.5,19.15,16.56
03/28/2022,18:00,N,25.86,26.36,26.36,30.35
03/28/2022,19:00,N,32.17,33.15,33.15,12.08
03/28/2022,20:00,N,26.97,46.55,46.95,46.55
03/28/2022,21:00,N,13.89,17.39,18.5,15.16
03/28/2022,22:00,N,8.82,8.82,8.82,4.99
03/28/2022,23:00,N,10.98,10.91,10.85,2.72
03/28/2022,24:00,N,9.39,8.96,8.96,2
03/29/2022,01:00,N,11.39,11.39,10.85,1.42
03/29/2022,02:00,N,6.85,6.85,6.85,1.42
03/29/2022,03:00,N,6.85,6.85,6.85,2.4
03/29/2022,04:00,N,8,8,7.45,2.4
03/29/2022,05:00,N,8,8.85,8.85,2.4
03/29/2022,06:00,N,17.8,17.8,17,2.72
03/29/2022,07:00,N,17.01,21.01,20.41,6.9
03/29/2022,08:00,N,20,20,19.47,6.9
03/29/2022,09:00,N,17.85,17.65,16.85,14.9
03/29/2022,10:00,N,76.7,72.8,16.85,14.9
03/29/2022,11:00,N,27.19,29,19.31,13.7
03/29/2022,12:00,N,20,23.47,16.1,13.4
03/29/2022,13:00,N,20.55,18.53,16.65,15.4
03/29/2022,14:00,N,18.67,16.65,15.17,10.73
03/29/2022,15:00,N,20,17.98,16.65,25.69
03/29/2022,16:00,N,19.07,23.15,23.15,30
03/29/2022,17:00,N,24.27,24.39,23.15,27.11
03/29/2022,18:00,N,29.84,30.27,29.97,34.77
03/29/2022,19:00,N,36.21,36.71,36.15,16.54
03/29/2022,20:00,N,35,37.15,36.56,26.14
03/29/2022,21:00,N,16,22.16,23.79,13.4
03/29/2022,22:00,N,10.86,10.79,10.79,8.4
03/29/2022,23:00,N,11.48,11.48,10.85,2.72
03/29/2022,24:00,N,11.35,10.85,10.85,2.05
03/30/2022,01:00,N,11.39,11.39,10.85,1.35
03/30/2022,02:00,N,7,7,7,1.14
03/30/2022,03:00,N,6.78,6.85,6.85,2.05
03/30/2022,04:00,N,6.35,6.85,6.85,2.05
03/30/2022,05:00,N,8,8.85,8.85,2.05
03/30/2022,06:00,N,20.84,20.85,20.25,2.4
03/30/2022,07:00,N,25.68,29.68,29.08,6.9
03/30/2022,08:00,N,26.15,26.15,26.15,6.9
03/30/2022,09:00,N,25.42,25.42,24.85,9.7
03/30/2022,10:00,N,51,51,47.1,9.7
03/30/2022,11:00,N,28.9,28.9,25,5.7
03/30/2022,12:00,N,17.52,17.52,16.65,9.7
03/30/2022,13:00,N,24.13,22.11,21.21,5.4
03/30/2022,14:00,N,23.26,21.24,21.24,5.4
03/30/2022,15:00,N,22.67,20.65,20.65,23.15
03/30/2022,16:00,N,19.26,19.26,19.26,20.01
03/30/2022,17:00,N,19.8,19.8,19.15,71.9
03/30/2022,18:00,N,12.01,25.02,25.02,80.9
03/30/2022,19:00,N,20,42.15,42.14,27.18
03/30/2022,20:00,N,13.68,146.93,148.29,150.29
03/30/2022,21:00,N,5,69.15,74.15,112.86
03/30/2022,22:00,N,4.01,26.29,27.8,32.6
03/30/2022,23:00,N,5,8.22,8.22,4.22
03/30/2022,24:00,N,7.5,6.85,8,2.72
03/31/2022,01:00,N,5.32,5.32,5.32,2
03/31/2022,02:00,N,2.98,2.55,2.55,2
03/31/2022,03:00,N,2.57,2.11,2.11,2.05
03/31/2022,04:00,N,2.47,2.11,2.11,2.03
03/31/2022,05:00,N,5.23,5.3,4.9,2
03/31/2022,06:00,N,10,10,9.34,2.05
03/31/2022,07:00,N,3.5,23.15,23.15,15.6
03/31/2022,08:00,N,10.34,17.83,17.44,15.6
03/31/2022,09:00,N,12.11,12.68,12.21,11.6
03/31/2022,10:00,N,8.88,8.81,7.75,7.75
03/31/2022,11:00,N,6.37,5.94,5,5
03/31/2022,12:00,N,6.3,6.3,5.35,5.35
03/31/2022,13:00,N,8.28,8.28,7.7,5.35
03/31/2022,14:00,N,8.25,8.25,7.64,5.35
03/31/2022,15:00,N,11.42,11.42,11.22,10.1
03/31/2022,16:00,N,12,12.48,12.48,12.35
03/31/2022,17:00,N,12,15.75,15.15,14.1
03/31/2022,18:00,N,12,17.22,17.02,17.02
03/31/2022,19:00,N,14.8,40.34,39.7,21.64
03/31/2022,20:00,N,20,123.92,123.92,128.71
03/31/2022,21:00,N,25,65.15,69.15,89.1
03/31/2022,22:00,N,5.15,14.8,14.8,14.8
03/31/2022,23:00,N,7.38,7.38,7.15,2.72
03/31/2022,24:00,N,4.54,4.11,4.11,2.72
04/01/2022,01:00,N,7.01,6.85,6.85,2.72
04/01/2022,02:00,N,5,5,5,2.72
04/01/2022,03:00,N,4,4,4,3.45
04/01/2022,04:00,N,5.71,5.71,5,3.45
04/01/2022,05:00,N,6.85,6.85,6.27,3.1
04/01/2022,06:00,N,12.85,12.85,11.42,3.8
04/01/2022,07:00,N,13.5,34.15,34.15,29.77
04/01/2022,08:00,N,16,20.29,20.29,21.29
04/01/2022,09:00,N,13.5,13.5,11.7,11.7
04/01/2022,10:00,N,14.75,14.75,10.85,10.85
04/01/2022,11:00,N,13.7,12.85,10,4.42
04/01/2022,12:00,N,13.64,13.64,9.74,4.42
04/01/2022,13:00,N,14.05,12.26,10.15,4.62
04/01/2022,14:00,N,13.57,11.55,10.2,10.2
04/01/2022,15:00,N,13.87,11.85,10.37,7.15
04/01/2022,16:00,N,15.99,13.97,12.98,6.39
04/01/2022,17:00,N,18.87,16.85,15.37,5
04/01/2022,18:00,N,20.54,18.52,17.92,5
04/01/2022,19:00,N,14.66,12.64,11.21,5
04/01/2022,20:00,N,20,24.39,24.39,18.65
04/01/2022,21:00,N,20,45.73,49.73,53.95
04/01/2022,22:00,N,8.54,9.04,9.04,8.3
04/01/2022,23:00,N,6.15,5.65,5.65,4.02
04/01/2022,24:00,N,5.84,5.77,5.77,3.25
04/02/2022,01:00,N,4.11,4.11,4.11,3.45
04/02/2022,02:00,N,4,4,4,3.23
04/02/2022,03:00,N,3.5,3.5,3.5,3.5
04/02/2022,04:00,N,4,4,3.8,3.8
04/02/2022,05:00,N,4.62,4.69,4.11,4.11
04/02/2022,06:00,N,6.57,7.05,6,4.5
04/02/2022,07:00,N,4.91,18.26,18.15,26.25
04/02/2022,08:00,N,8,15.15,18.15,26.7
04/02/2022,09:00,N,11.68,12.94,12.94,18.73
04/02/2022,10:00,N,10.44,10.44,10,10
04/02/2022,11:00,N,8,8,7.55,5.2
04/02/2022,12:00,N,8,8.85,8.4,5.2
04/02/2022,13:00,N,9.65,10.15,10.15,5.2
04/02/2022,14:00,N,9,10.15,10.15,9.07
04/02/2022,15:00,N,9.7,10.68,10.29,5.2
04/02/2022,16:00,N,12,12.98,12.98,12.98
04/02/2022,17:00,N,14.02,15,15,15
04/02/2022,18:00,N,15.87,16.85,16.36,16.85
04/02/2022,19:00,N,27.57,36.28,35.89,35.89
04/02/2022,20:00,N,35,81.15,81.15,101.7
04/02/2022,21:00,N,20,40.15,45.15,49.09
04/02/2022,22:00,N,8,13.46,13.46,14.17
04/02/2022,23:00,N,7.35,6.85,6.85,4.62
04/02/2022,24:00,N,8,7.93,7.29,4.99
